seedId,temperature,hydrometry_rate,sunshine_rate,rainfall,humidity_rate,soil_type,moisture,water_level,suitable_plantation_location,seed_name,plant_name,season,soil_num,humidity_rate_tens,rainfall_tens,hydrometry_rate_tens,sunshine_rate_tens
7323,15,50,40,70,70,Loamy,6,4,Canada/Toronto,pink primrose,perennial,9,17,7,7,5,4
7325,22,30,75,40,60,Loamy,6,2,France/Paris,pink primrose,perennial,10,17,6,4,3,8
7332,25,65,70,80,60,Sandy,6,2,Canada/Toronto,triosteum perfoliatum,perennial,11,31,6,8,6,7
7333,22,55,75,90,70,Clay,6,4,Germany/Berlin,triosteum perfoliatum,perennial,10,5,7,9,6,8
7369,27,65,92,88,75,Loamy,6,4,India/Virginia,virginia serpent-eagle,perennial,11,17,8,9,6,9
7386,20,65,50,60,75,Sandy,6,2,United States/New York,eupatorium hyssopifolium,perennial,10,31,8,6,6,5
7388,30,75,90,80,65,Clayey,6,4,Australia/Sydney,eupatorium hyssopifolium,perennial,12,8,6,8,8,9
7392,20,70,70,60,80,Sandy,6,4,Russia,fritillaria pudica,perennial,10,31,8,6,7,7
7397,25,80,70,70,70,Sandy,6,4,Canada/Toronto,wood sorrel,perennial,11,31,7,7,8,7
7399,30,90,80,50,70,Loamy,6,4,Australia/Sydney,wood sorrel,perennial,12,17,7,5,9,8
7411,25,75,60,70,80,Loamy,6,4,China/Beijing,angelica pachycarpa,perennial,11,17,8,7,8,6
7415,15,40,50,50,60,Loamy,6,1,Greece/Athens,angelica pachycarpa,perennial,9,17,6,5,4,5
7417,18,50,80,70,60,Loamy,6,2,Japan/Kyoto,japanese columbine,perennial,9,17,6,7,5,8
7424,18,65,75,60,70,Loamy,6,2,Brazil/Sao Paulo,candid arisaema,perennial,9,17,7,6,6,8
7425,20,70,80,70,75,Loamy,6,2,Australia/Sydney,candid arisaema,perennial,10,17,8,7,7,8
7427,30,80,90,60,60,Sandy,2,1,Mexico,asclepias viridiflora,perennial,12,31,6,6,8,9
7429,25,60,70,70,70,Sandy,2,2,Australia/New South Wales,asclepias viridiflora,perennial,11,31,7,7,6,7
7430,20,30,40,50,80,Loamy,6,2,France,asclepias viridiflora,perennial,10,17,8,5,3,4
7456,25,60,70,50,40,Sandy,2,1,United States/California,lepidium fremontii,perennial,11,31,4,5,6,7
7457,30,65,80,40,50,Sandy,2,1,United States/Nevada,lepidium fremontii,perennial,12,31,5,4,6,8
7458,22,70,75,55,45,Loamy,6,2,Mexico/Baja California,lepidium fremontii,perennial,10,17,4,6,7,8
7459,18,75,70,60,55,Loamy,6,2,Mexico/Sonora,lepidium fremontii,perennial,9,17,6,6,8,7
7460,20,80,85,45,60,Sandy,2,1,United States/Arizona,lepidium fremontii,perennial,10,31,6,4,8,8
7467,20,70,80,60,70,Clay,6,4,Peru,corded bocconia,perennial,10,5,7,6,7,8
7488,25,80,90,90,90,Loamy,6,4,India/Bangalore,aconitum delphinifolium,perennial,11,17,9,9,8,9
7493,20,60,70,80,70,Sandy,6,4,Australia/Sydney,allium stellatum,perennial,10,31,7,8,6,7
7512,15,40,60,30,50,Loamy,6,2,United Kingdom/London,candelabrum primrose,perennial,9,17,5,3,4,6
7521,22,75,60,70,65,Loamy,6,4,China/Beijing,semiaquilegia adoxoides,perennial,10,17,6,7,8,6
7522,20,70,50,80,70,Loamy,6,2,Japan/Tokyo,semiaquilegia adoxoides,perennial,10,17,7,8,7,5
7523,25,80,70,60,60,Sandy,6,4,India/Bangalore,semiaquilegia adoxoides,perennial,11,31,6,6,8,7
7524,18,60,40,90,75,Loamy,6,2,Brazil/Rio de Janeiro,semiaquilegia adoxoides,perennial,9,17,8,9,6,4
7528,22,55,65,45,55,Loamy,6,4,Germany/Berlin,solidago odora,perennial,10,17,6,4,6,6
7530,23,55,65,45,55,Sandy,6,4,France/Paris,solidago odora,perennial,10,31,6,4,6,6
7542,15,45,70,60,65,Sandy,6,4,Russia/Moscow,caltha leptosepala,perennial,9,31,6,6,4,7
7545,30,60,100,90,80,Loamy,6,4,Finland/Helsinki,caltha leptosepala,perennial,12,17,8,9,6,10
7550,20,20,40,30,70,Loamy,6,2,Greece,cirsium ochrocentrum,perennial,10,17,7,3,2,4
7556,18,60,50,70,75,Sandy,6,2,Australia/Sydney,thread-leaved sundew,perennial,9,31,8,7,6,5
7560,20,70,60,60,80,Peaty,6,4,Germany/Berlin,thread-leaved sundew,perennial,10,26,8,6,7,6
7617,18,65,70,75,75,Clay,6,4,Japan/Tokyo,gentiana scabra,perennial,9,5,8,8,6,7
7618,22,50,90,60,60,Loamy,6,2,India/Bangalore,gentiana scabra,perennial,10,17,6,6,5,9
7620,20,40,10,10,80,Loamy,6,2,Greece,gentiana scabra,perennial,10,17,8,1,4,1
7621,-20,20,20,20,20,Sandy,2,1,Russia/Siberia,siberian daylily,perennial,2,31,2,2,2,2
7624,-18,22,22,22,22,Loamy,6,1,Russia/Siberia,siberian daylily,perennial,2,17,2,2,2,2
7641,25,40,70,70,80,Sandy,6,2,Egypt/Cairo,sesuvium portulacastrum,perennial,11,31,8,7,4,7
7642,30,50,90,60,70,Loamy,6,4,Sudan/Khartoum,sesuvium portulacastrum,perennial,12,17,7,6,5,9
7645,15,50,60,90,90,Clay,6,1,Mexico/Mexico City,sesuvium portulacastrum,perennial,9,5,9,9,5,6
7647,25,60,80,50,60,Sandy,6,4,France/Paris,tulipa montana,perennial,11,31,6,5,6,8
7648,18,70,90,40,50,Sandy,6,2,Italy/Rome,tulipa montana,perennial,9,31,5,4,7,9
7649,22,80,100,30,40,Loamy,6,4,United States/New York,tulipa montana,perennial,10,17,4,3,8,10
7650,15,90,70,20,30,Loamy,6,2,Germany/Berlin,tulipa montana,perennial,9,17,3,2,9,7
7681,20,60,70,50,60,Sandy,2,2,France,deltoid aubrieta,perennial,10,31,6,5,6,7
7683,18,50,60,40,50,Sandy,2,1,Germany,deltoid aubrieta,perennial,9,31,5,4,5,6
7688,28,75,95,70,70,Loamy,6,4,California,hawaiian palm tree,perennial,11,17,7,7,8,10
7690,22,65,80,70,75,Sandy,6,2,Mexico,hawaiian palm tree,perennial,10,31,8,7,6,8
7712,20,50,70,50,60,Loamy,6,2,Canada/British Columbia,grindelia camporum,perennial,10,17,6,5,5,7
7713,25,60,80,60,70,Sandy,6,2,Australia/New South Wales,grindelia camporum,perennial,11,31,7,6,6,8
7715,20,30,40,30,50,Loamy,6,1,Argentina,grindelia camporum,perennial,10,17,5,3,3,4
7732,20,80,70,60,50,Loamy,6,4,Canada/Toronto,solidago rigida,perennial,10,17,5,6,8,7
7735,20,80,70,60,50,Sandy,6,4,Germany/Berlin,solidago rigida,perennial,10,31,5,6,8,7
7746,20,70,60,60,70,Sandy,6,2,New Zealand,blechnum penna-marina,perennial,10,31,7,6,7,6
7750,25,80,70,70,75,Sandy,6,4,United States,blechnum penna-marina,perennial,11,31,8,7,8,7
7753,15,40,60,40,50,Loamy,2,1,Australia/New South Wales,chlorogalum pomeridianum,perennial,9,17,5,4,4,6
7763,25,40,60,50,60,Loamy,6,4,India/Bangalore,dahlia coccinea,perennial,11,17,6,5,4,6
7797,20,50,70,70,70,Sandy,6,4,Canada/Toronto,anemone quinquefolia,perennial,10,31,7,7,5,7
7804,15,75,70,60,70,Sandy,6,2,Japan/Tokyo,roman mugwort,perennial,9,31,7,6,8,7
7808,20,50,70,60,60,Silty,6,2,Canada/Ontario,callirhoe digitata,perennial,10,41,6,6,5,7
7810,20,40,60,50,50,Sandy,6,2,United Kingdom/London,callirhoe digitata,perennial,10,31,5,5,4,6
7811,20,40,50,60,60,Loamy,6,4,Spain,centaurea iberica,perennial,10,17,6,6,4,5
7813,18,35,40,50,55,Loamy,6,2,France,centaurea iberica,perennial,9,17,6,5,4,4
7814,25,50,70,70,70,Clay,6,4,Italy,centaurea iberica,perennial,11,5,7,7,5,7
7860,20,40,80,70,70,Sandy,2,2,Netherlands/Amsterdam,fern-leaved yarrow,perennial,10,31,7,7,4,8
7872,20,60,75,40,55,Sandy,2,1,Namibia,aloes peglerae,perennial,10,31,6,4,6,8
7874,22,55,75,50,50,Loamy,6,2,Mozambique,aloes peglerae,perennial,10,17,5,5,6,8
7881,20,70,60,90,70,Loamy,6,4,New Zealand,arthropodium minus,perennial,10,17,7,9,7,6
7884,20,70,60,90,70,Sandy,6,2,United Kingdom,arthropodium minus,perennial,10,31,7,9,7,6
7892,18,45,50,60,75,Sandy,6,2,France,aurinia of the rocks,perennial,9,31,8,6,4,5
7895,19,50,55,65,70,Sandy,6,4,Germany,aurinia of the rocks,perennial,9,31,7,6,5,6
7897,20,70,90,70,60,Loamy,6,4,United States/Oregon,calochortus clavatus,perennial,10,17,6,7,7,9
7902,25,50,60,80,60,Sandy,2,2,Uganda/Oblique Galana,oblique galana,perennial,11,31,6,8,5,6
7903,28,55,65,85,65,Loamy,6,4,Tanzania/Oblique Galana,oblique galana,perennial,11,17,6,8,6,6
7904,24,45,55,75,55,Sandy,2,2,Ethiopia/Oblique Galana,oblique galana,perennial,10,31,6,8,4,6
7907,30,60,90,75,70,Loamy,6,2,Mexico,desmanthus illinoensis,perennial,12,17,7,8,6,9
7908,20,80,70,60,90,Sandy loam,6,4,United States,desmanthus illinoensis,perennial,10,36,9,6,8,7
7910,15,50,60,70,70,Sandy loam,6,2,Australia,desmanthus illinoensis,perennial,9,36,7,7,5,6
7928,18,75,70,45,75,Well-drained,6,2,Italy/Cortina d'Ampezzo,androsace of the alps,perennial,9,50,8,4,8,7
7929,10,60,40,70,60,Well-drained,6,2,France/Chamonix,androsace of the alps,perennial,8,50,6,7,6,4
7930,14,68,55,55,68,Well-drained,6,2,Germany/Garmisch-Partenkirchen,androsace of the alps,perennial,8,50,7,6,7,6
7936,22,65,90,75,75,Sandy,6,2,United States/New York,scarlet glaucian,perennial,10,31,8,8,6,9
7938,18,55,80,65,65,Clay,6,1,Canada/Toronto,scarlet glaucian,perennial,9,5,6,6,6,8
7951,18,65,70,75,70,Sandy,6,4,United States/Maryland,river buttercup,perennial,9,31,7,8,6,7
7953,25,75,90,85,80,Clay,6,4,Canada/Toronto,river buttercup,perennial,11,5,8,8,8,9
7966,25,70,100,80,80,Muddy,6,4,United States/Florida,swamp zannichellia,perennial,11,22,8,8,7,10
7968,27,75,90,85,85,Muddy,6,4,Australia/Queensland,swamp zannichellia,perennial,11,22,8,8,8,9
7970,23,68,85,78,78,Muddy,6,4,China/Shanghai,swamp zannichellia,perennial,10,22,8,8,7,8
7984,24,70,95,60,75,Loamy,6,2,France/Paris,little astrantia,perennial,10,17,8,6,7,10
8012,10,55,50,40,60,Loamy,6,1,Norway/Oslo,mountain seseli,perennial,8,17,6,4,6,5
8014,12,50,40,35,55,Sandy,2,1,Germany/Berlin,mountain seseli,perennial,8,31,6,4,5,4
8016,25,60,90,60,70,Loamy,6,4,China/Beijing,stellar alsine,perennial,11,17,7,6,6,9
8017,20,50,80,50,60,Sandy,6,2,Japan/Tokyo,stellar alsine,perennial,10,31,6,5,5,8
8032,15,50,60,50,60,Loamy,6,2,Norway/Oslo,mountain willowherb,perennial,9,17,6,5,5,6
8055,15,40,20,30,70,Sandy,2,1,Greece,stonecrop minuartie,perennial,9,31,7,3,4,2
8056,10,60,40,60,70,Loamy,6,4,Switzerland,alpine buttercup,perennial,8,17,7,6,6,4
8057,5,50,30,50,60,Loamy,6,4,Austria,alpine buttercup,perennial,7,17,6,5,5,3
8064,23,68,95,78,78,Loamy,6,2,Greece/Crete,anthemis of crete,perennial,10,17,8,8,7,10
8067,20,50,60,40,60,Sandy,2,2,Australia/Sydney,purple astragalus,perennial,10,31,6,4,5,6
8070,20,30,40,30,50,Loamy,6,2,Brazil/Rio de Janeiro,purple astragalus,perennial,10,17,5,3,3,4
8086,10,60,50,40,70,Sandy,6,2,Spain/Pyrenees,pyrenean draba,perennial,8,31,7,4,6,5
8089,5,40,30,20,50,Sandy,2,1,Italy/Pyrenees,pyrenean draba,perennial,7,31,5,2,4,3
8092,18,55,65,70,65,Loamy,6,4,Spain/Madrid,portuguese butterwort,perennial,9,17,6,7,6,6
8096,15,40,60,40,60,Loamy,6,2,China/Beijing,triangular narcissus,perennial,9,17,6,4,4,6
8097,18,50,70,50,70,Loamy,6,2,Japan/Tokyo,triangular narcissus,perennial,9,17,7,5,5,7
8099,22,70,90,70,90,Loamy,6,4,Brazil/Rio de Janeiro,triangular narcissus,perennial,10,17,9,7,7,9
8101,25,60,60,50,70,Loamy,6,2,United Kingdom,garden scabious,perennial,11,17,7,5,6,6
8106,5,60,30,40,50,Loamy,6,2,Canada/Toronto,frost cinquefoil,perennial,7,17,5,4,6,3
8107,10,45,40,50,55,Loamy,6,2,United States/New York,frost cinquefoil,perennial,8,17,6,5,4,4
8108,-5,70,20,30,60,Loamy,6,2,Norway/Oslo,frost cinquefoil,perennial,5,17,6,3,7,2
8109,0,50,40,40,55,Loamy,6,2,Finland/Helsinki,frost cinquefoil,perennial,6,17,6,4,5,4
8110,-10,75,10,20,65,Loamy,6,2,Russia/Moscow,frost cinquefoil,perennial,4,17,6,2,8,1
8128,27,75,95,85,80,Sandy,6,4,Australia/Sydney,branched asphodel,perennial,11,31,8,8,8,10
8146,10,60,40,50,70,Loamy,6,2,United States/New York,snow white cinquefoil,perennial,8,17,7,5,6,4
8148,5,50,30,70,90,Loamy,6,4,Russia/Moscow,snow white cinquefoil,perennial,7,17,9,7,5,3
8149,20,80,70,50,70,Sandy,6,2,Germany/Berlin,snow white cinquefoil,perennial,10,31,7,5,8,7
8162,18,65,80,60,70,Sandy,6,4,United Kingdom/London,chickweed,perennial,9,31,7,6,6,8
8169,20,50,60,40,50,Sandy,2,2,Brazil/Rio de Janeiro,distant yarrow,perennial,10,31,5,4,5,6
8192,25,60,70,70,60,Clay,6,4,Australia/Sydney,fly grass,perennial,11,5,6,7,6,7
8193,18,50,40,50,40,Sandy,2,1,Canada/Toronto,fly grass,perennial,9,31,4,5,5,4
8194,23,55,65,65,45,Loamy,6,2,Germany/Berlin,fly grass,perennial,10,17,4,6,6,6
8198,18,55,75,60,65,Sandy,2,1,Spain/Salamanca,salamancan knapweed,perennial,9,31,6,6,6,8
8208,25,60,80,70,70,Silty,6,4,India/Bangalore,pectinate pondweed,perennial,11,41,7,7,6,8
8210,20,30,10,10,60,Silty,6,2,Greece,pectinate pondweed,perennial,10,41,6,1,3,1
8216,22,50,70,60,60,Rocky,2,1,Greece/Athens,rock silenus,perennial,10,30,6,6,5,7
8217,20,55,60,50,65,Rocky,2,1,Italy/Rome,rock silenus,perennial,10,30,6,5,6,6
8218,23,45,75,55,50,Rocky,2,1,Spain/Madrid,rock silenus,perennial,10,30,5,6,4,8
8219,21,60,65,40,70,Rocky,2,1,USA/New York,rock silenus,perennial,10,30,7,4,6,6
8220,19,65,55,45,55,Rocky,2,1,China/Shanghai,rock silenus,perennial,9,30,6,4,6,6
8224,18,75,70,55,78,Loamy,6,2,France/Paris,lying asarine,perennial,9,17,8,6,8,7
8225,23,62,88,68,74,Loamy,6,4,Mexico/Mexico City,lying asarine,perennial,10,17,7,7,6,9
8275,15,50,60,50,65,Loamy,6,4,Greece/Athens,large-flowered potentilla,perennial,9,17,6,5,5,6
8276,20,80,60,90,70,Clayey,6,4,United States/New York,aquatic rumex,perennial,10,8,7,9,8,6
8277,22,75,70,80,75,Silty,6,2,Canada/Toronto,aquatic rumex,perennial,10,41,8,8,8,7
8278,18,85,50,100,80,Peaty,6,4,Australia/Sydney,aquatic rumex,perennial,9,26,8,10,8,5
8279,25,70,60,80,70,Clayey,6,2,United Kingdom/London,aquatic rumex,perennial,11,8,7,8,7,6
8280,20,80,50,90,75,Silty,6,4,Germany/Berlin,aquatic rumex,perennial,10,41,8,9,8,5
8282,5,50,40,70,80,Sandy,6,2,Austria/Vienna,alpine athyrium,perennial,7,31,8,7,5,4
8284,8,40,30,80,70,Sandy,6,2,France/Paris,alpine athyrium,perennial,7,31,7,8,4,3
8314,10,40,40,50,50,Loamy,6,2,Canada,quillwort,perennial,8,17,5,5,4,4
8320,12,45,55,65,55,Loamy,6,2,France,alpine forget-me-not,perennial,8,17,6,6,4,6
8321,10,50,60,70,60,Sandy,2,2,Switzerland/Zurich,mountain buttercup,perennial,8,31,6,7,5,6
8322,15,55,70,80,65,Loamy,6,4,Austria/Vienna,mountain buttercup,perennial,9,17,6,8,6,7
8324,8,45,55,60,55,Sandy,2,1,Canada/Montreal,mountain buttercup,perennial,7,31,6,6,4,6
8325,14,50,70,65,60,Loamy,6,2,Norway/Oslo,mountain buttercup,perennial,8,17,6,6,5,7
8329,15,40,30,50,50,Sandy,6,2,Spain/Madrid,ridged scorzonera,perennial,9,31,5,5,4,3
8332,25,70,100,80,80,Sandy,2,4,Corsica/Thought,corsican thought,perennial,11,31,8,8,7,10
8336,18,60,70,40,60,Well-drained,6,2,Switzerland,androsace of switzerland,perennial,9,50,6,4,6,7
8337,20,65,75,50,65,Well-drained,6,2,Switzerland,androsace of switzerland,perennial,10,50,6,5,6,8
8339,19,70,80,45,70,Well-drained,6,2,Switzerland,androsace of switzerland,perennial,9,50,7,4,7,8
8340,16,50,55,30,50,Well-drained,6,2,Switzerland,androsace of switzerland,perennial,9,50,5,3,5,6
8352,18,70,60,60,70,Loamy,6,2,Canada/Toronto,round-headed knapweed,perennial,9,17,7,6,7,6
8359,20,55,70,60,60,Clay,6,2,United States/New York,cirsium dissectum,perennial,10,5,6,6,6,7
8362,12,55,50,60,65,Sandy,2,1,Spain/Madrid,mountain calament,perennial,8,31,6,6,6,5
8370,26,75,80,100,90,Loamy,6,4,Australia/Sydney,dark willowherb,perennial,11,17,9,10,8,8
8382,25,40,60,50,50,Sandy,2,1,United Kingdom/London,flax-leaved pea,perennial,11,31,5,5,4,6
8384,22,45,65,55,55,Clay,6,4,Australia/Sydney,flax-leaved pea,perennial,10,5,6,6,4,6
8448,22,60,90,55,70,Loamy,6,4,Andorra/Pyrenees,iris of the pyrenees,perennial,10,17,7,6,6,9
8449,19,58,85,52,68,Loamy,6,4,France/Pyrenees,iris of the pyrenees,perennial,9,17,7,5,6,8
8450,21,62,95,58,72,Loamy,6,4,Spain/Pyrenees,iris of the pyrenees,perennial,10,17,7,6,6,10
8471,15,60,70,90,70,Loamy,6,4,United States/New York,northern asplenium,perennial,9,17,7,9,6,7
8472,20,50,60,80,60,Clay,6,2,Canada/Toronto,northern asplenium,perennial,10,5,6,8,5,6
8474,22,45,75,75,55,Sandy,6,2,Sweden/Stockholm,northern asplenium,perennial,10,31,6,8,4,8
8475,17,58,68,88,62,Loamy,6,4,Finland/Helsinki,northern asplenium,perennial,9,17,6,9,6,7
8482,20,55,70,50,65,Sandy,2,1,France/Paris,cirse erisithales,perennial,10,31,6,5,6,7
8494,20,65,60,80,75,Clayey,6,2,Canada/Toronto,saxifrage silenus,perennial,10,8,8,8,6,6
8511,30,50,80,60,40,Sandy,2,1,Australia/Sydney,thorny cissum,perennial,12,31,4,6,5,8
8512,25,60,70,50,50,Loamy,6,2,Mexico/Mexico City,thorny cissum,perennial,11,17,5,5,6,7
8513,20,70,60,40,60,Clay,6,4,Thailand/Bangkok,thorny cissum,perennial,10,5,6,4,7,6
8515,20,50,60,40,60,Clay,6,4,Germany/Berlin,thorny cissum,perennial,10,5,6,4,5,6
8528,20,80,70,80,50,Loamy,6,4,Finland/Helsinki,oxyria digyna,perennial,10,17,5,8,8,7
8529,5,50,40,50,80,Loamy,6,2,Canada/Ottawa,oxyria digyna,perennial,7,17,8,5,5,4
8530,15,70,60,70,60,Sandy,6,4,"United States/Washington, D.C.",oxyria digyna,perennial,9,31,6,7,7,6
8544,14,60,70,60,65,Loamy,6,2,Austria/Tyrol,peucedan of the mountains,perennial,8,17,6,6,6,7
8545,13,55,60,55,60,Loamy,6,2,Germany/Bavarian Alps,peucedan of the mountains,perennial,8,17,6,6,6,6
8558,25,80,70,50,80,Loamy,6,4,Spain/Madrid,meat androsace,perennial,11,17,8,5,8,7
8561,10,75,50,60,70,Sandy,6,4,United States/Florida,marsh bedstraw,perennial,8,31,7,6,8,5
8563,12,70,40,50,65,Clayey,6,2,United Kingdom/London,marsh bedstraw,perennial,8,8,6,5,7,4
8564,8,65,30,40,60,Loamy,6,2,Germany/Berlin,marsh bedstraw,perennial,7,17,6,4,6,3
8565,10,70,50,60,65,Sandy,6,4,Netherlands/Amsterdam,marsh bedstraw,perennial,8,31,6,6,7,5
8571,15,60,50,50,70,Well-drained,6,2,France,bastard iris,perennial,9,50,7,5,6,5
8572,20,70,80,60,60,Well-drained,6,4,United States,bastard iris,perennial,10,50,6,6,7,8
8573,25,80,90,70,50,Well-drained,6,4,Australia,bastard iris,perennial,11,50,5,7,8,9
8574,15,70,60,50,70,Well-drained,6,2,Germany,bastard iris,perennial,9,50,7,5,7,6
8583,18,50,40,40,50,Sandy,6,1,Italy,brown ophrys,perennial,9,31,5,4,5,4
8614,18,55,75,45,55,Sandy,2,2,Brazil/Rio de Janeiro,ruysch's dragonhead,perennial,9,31,6,4,6,8
8627,18,45,70,60,60,Loamy,6,4,Canada/Vancouver,alpine hawkweed,perennial,9,17,6,6,4,7
8640,21,53,73,68,63,Loamy,6,4,Spain/Madrid,limestone polygala,perennial,10,17,6,7,5,7
8641,30,60,70,50,50,Sandy,2,2,Australia/Sydney,burnt orchid,perennial,12,31,5,5,6,7
8643,20,80,90,70,70,Clay,6,4,Mexico/Cancun,burnt orchid,perennial,10,5,7,7,8,9
8644,15,90,100,80,80,Loamy,6,4,France/Paris,burnt orchid,perennial,9,17,8,8,9,10
8645,25,70,80,60,60,Sandy,2,2,Vietnam/Hanoi,burnt orchid,perennial,11,31,6,6,7,8
8648,25,70,70,70,70,Loamy,6,4,France/Paris,yellow soapwort,perennial,11,17,7,7,7,7
8649,20,55,60,50,65,Loamy,6,2,United States/New York,yellow soapwort,perennial,10,17,6,5,6,6
8658,30,80,90,60,90,Loamy,6,4,India/Bangalore,braun's fern,perennial,12,17,9,6,8,9
8659,15,50,70,90,80,Sandy,6,2,Brazil/Rio de Janeiro,braun's fern,perennial,9,31,8,9,5,7
8668,25,60,85,45,75,Loamy,6,4,Germany/Berlin,small scorzonera,perennial,11,17,8,4,6,8
8670,25,50,75,35,65,Sandy,6,2,United Kingdom/London,small scorzonera,perennial,11,31,6,4,5,8
8673,25,75,90,90,80,Clayey,6,4,Australia/Sydney,marsh chickweed,perennial,11,8,8,9,8,9
8675,22,70,80,80,75,Silty,6,2,Netherlands/Amsterdam,marsh chickweed,perennial,10,41,8,8,7,8
8694,18,55,85,90,75,Clay,6,2,South Africa/Cape Town,common gladiolus,perennial,9,5,8,9,6,8
8699,20,70,80,40,50,Loamy,6,2,Germany/Berlin,creeping gypsophila,perennial,10,17,5,4,7,8
8700,25,60,70,50,80,Sandy,2,4,United Kingdom/London,creeping gypsophila,perennial,11,31,8,5,6,7
8706,18,60,60,60,70,Sandy,6,2,France/Alps,daisy of the alps,perennial,9,31,7,6,6,6
8728,22,65,75,90,70,Loamy,6,4,France,celtic valerian,perennial,10,17,7,9,6,8
8733,22,75,85,75,70,Sandy,6,2,Switzerland/Zurich,androsace ciliate,perennial,10,31,7,8,8,8
8750,12,75,65,45,65,Sandy,6,2,Germany/Alps,circee of the alps,perennial,8,31,6,4,8,6
8752,22,65,70,90,75,Sandy,6,2,Brazil/Rio de Janeiro,branched horsetail,perennial,10,31,8,9,6,7
8753,18,55,60,80,60,Clay,6,4,Japan/Tokyo,branched horsetail,perennial,9,5,6,8,6,6
8764,25,65,90,40,50,Loamy,6,4,France/Narbonne,narbonne flax,perennial,11,17,5,4,6,9
8765,20,45,50,80,70,Sandy,6,2,France/Narbonne,narbonne flax,perennial,10,31,7,8,4,5
8766,15,85,70,90,75,Sandy,6,4,Switzerland/Zurich,alpine homogyne,perennial,9,31,8,9,8,7
8767,10,80,50,85,70,Loamy,6,2,Austria/Vienna,alpine homogyne,perennial,8,17,7,8,8,5
8768,12,75,60,80,65,Sandy,6,4,Italy/Rome,alpine homogyne,perennial,8,31,6,8,8,6
8769,8,70,40,75,60,Loamy,6,2,France/Paris,alpine homogyne,perennial,7,17,6,8,7,4
8770,7,65,30,70,55,Sandy,6,4,Germany/Berlin,alpine homogyne,perennial,7,31,6,7,6,3
8773,35,70,90,30,60,Clay,6,4,Australia/Sydney,big hog,perennial,13,5,6,3,7,9
8774,20,40,50,80,90,Loamy,6,2,Germany/Berlin,big hog,perennial,10,17,9,8,4,5
8783,20,40,60,50,50,Well-drained,6,2,India/Bangalore,peony peregrina,perennial,10,50,5,5,4,6
8793,25,70,80,60,80,Clay,6,4,Canada/Toronto,bay clover,perennial,11,5,8,6,7,8
8794,15,40,50,30,50,Sandy,2,1,Germany/Berlin,bay clover,perennial,9,31,5,3,4,5
8801,15,40,60,50,60,Sandy,6,2,Switzerland/Zurich,mountain cystopterid,perennial,9,31,6,5,4,6
8802,10,35,50,60,70,Loamy,6,4,USA/Denver,mountain cystopterid,perennial,8,17,7,6,4,5
8803,12,45,70,40,50,Sandy,6,2,Canada/Vancouver,mountain cystopterid,perennial,8,31,5,4,4,7
8804,8,30,40,70,80,Loamy,6,4,Norway/Oslo,mountain cystopterid,perennial,7,17,8,7,3,4
8805,10,35,50,60,70,Sandy,6,2,Germany/Munich,mountain cystopterid,perennial,8,31,7,6,4,5
8807,5,50,60,50,60,Sandy,2,1,Switzerland,alpine fleabane,perennial,7,31,6,5,5,6
8808,15,70,80,70,70,Loamy,6,2,Germany,alpine fleabane,perennial,9,17,7,7,7,8
8809,10,60,70,60,70,Sandy,2,1,France,alpine fleabane,perennial,8,31,7,6,6,7
8810,5,50,60,50,60,Loamy,6,2,Italy,alpine fleabane,perennial,7,17,6,5,5,6
8826,15,50,60,50,70,Sandy,6,2,Italy/Sicily,sicilian garlic,perennial,9,31,7,5,5,6
8832,18,50,70,40,60,Loamy,2,1,France/Paris,fragrant yarrow,perennial,9,17,6,4,5,7
8840,25,80,60,70,70,Sandy,6,2,United Kingdom/London,adenostyles alliariae,perennial,11,31,7,7,8,6
8844,19,50,70,70,70,Sandy,6,2,France/Pyrenees,pyrenean aster,perennial,9,31,7,7,5,7
8858,18,35,40,55,65,Loamy,6,2,Netherlands/Amsterdam,muller's epipactis,perennial,9,17,6,6,4,4
8860,19,40,45,50,70,Loamy,6,2,Spain/Madrid,muller's epipactis,perennial,9,17,7,5,4,4
8865,23,65,75,45,55,Clay,6,2,Germany/Berlin,burnt daisy,perennial,10,5,6,4,6,8
8871,20,70,60,70,75,Marshy,6,4,United States/Everglades,marsh parsley,perennial,10,20,8,7,7,6
8872,22,75,65,80,80,Marshy,6,4,Canada/Vancouver,marsh parsley,perennial,10,20,8,8,8,6
8873,18,65,55,75,70,Marshy,6,4,Netherlands/Amsterdam,marsh parsley,perennial,9,20,7,8,6,6
8874,21,72,63,78,78,Marshy,6,4,Germany/Berlin,marsh parsley,perennial,10,20,8,8,7,6
8875,19,68,58,72,72,Marshy,6,4,Australia/Sydney,marsh parsley,perennial,9,20,7,7,7,6
8876,20,70,90,60,70,Loamy,6,2,China/Shanghai,water ragwort,perennial,10,17,7,6,7,9
8877,25,60,80,70,60,Sandy,2,1,France/Paris,water ragwort,perennial,11,31,6,7,6,8
8879,18,55,70,75,55,Clay,6,4,Australia/Sydney,water ragwort,perennial,9,5,6,8,6,7
8880,20,50,60,80,50,Loamy,6,4,Canada/Toronto,water ragwort,perennial,10,17,5,8,5,6
8887,12,65,60,70,75,Loamy,6,4,Spain/Pyrenees,alchemilla of the pyrenees,perennial,8,17,8,7,6,6
8889,10,70,40,50,60,Loamy,6,2,Italy/Pyrenees,alchemilla of the pyrenees,perennial,8,17,6,5,7,4
