temperature,hydrometry_rate,sunshine_rate,rainfall,humidity_rate,soil_type,moisture,water_level,suitable_plantation_location,seed_name,plant_name
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,large-flowered elf flower,perennial
20,30,10,10,80,Loamy,6,2,Greece,large-flowered elf flower,perennial
15,60,50,60,70,Loamy,6,4,Japan/Tokyo,japanese butterbur,perennial
20,65,60,70,75,Loamy,6,4,Japan/Kyoto,japanese butterbur,perennial
18,70,55,80,80,Sandy,6,4,Japan/Osaka,japanese butterbur,perennial
16,55,45,50,65,Loamy,6,2,Japan/Nagoya,japanese butterbur,perennial
14,50,40,45,60,Sandy,6,2,Japan/Okinawa,japanese butterbur,perennial
25,70,100,80,80,Loamy,6,4,China/Beijing,large-seeded lychnis,perennial
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,large-seeded lychnis,perennial
25,70,100,80,80,Loamy,6,4,India/Bangalore,large-seeded lychnis,perennial
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,large-seeded lychnis,perennial
20,30,10,10,80,Loamy,6,2,Greece,large-seeded lychnis,perennial
22,65,90,75,75,Loamy,6,4,France/Paris,elegant capillary,perennial
25,70,100,80,80,Loamy,6,4,China/Beijing,elegant capillary,perennial
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,elegant capillary,perennial
25,70,100,80,80,Loamy,6,4,India/Bangalore,elegant capillary,perennial
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,elegant capillary,perennial
25,60,70,40,50,Sandy,2,1,Italy/Rome,aster sedifolius,perennial
20,70,80,60,70,Loamy,6,2,Germany/Berlin,aster sedifolius,perennial
18,60,70,80,80,Loamy,6,2,United Kingdom/London,aster sedifolius,perennial
25,70,90,60,70,Sandy,6,4,United States/New York,aster sedifolius,perennial
22,65,75,50,60,Loamy,6,2,Canada/Toronto,aster sedifolius,perennial
10,50,60,70,60,Sandy,2,1,China/Himalayas,mountain sowthistle,perennial
15,40,50,80,70,Loamy,6,2,Switzerland/Alps,mountain sowthistle,perennial
5,60,30,90,80,Clay,6,4,Nepal/Himalayas,mountain sowthistle,perennial
10,70,80,60,50,Sandy,2,1,Peru/Andes,mountain sowthistle,perennial
5,50,40,70,60,Loamy,6,2,Argentina/Andes,mountain sowthistle,perennial
25,60,80,50,40,Sandy,2,2,China/Beijing,dryopteris crassirhizoma,perennial
20,70,90,60,50,Loamy,6,4,Japan/Tokyo,dryopteris crassirhizoma,perennial
25,60,80,50,40,Sandy,2,2,India/Bangalore,dryopteris crassirhizoma,perennial
20,70,90,60,50,Loamy,6,4,Brazil/Rio de Janeiro,dryopteris crassirhizoma,perennial
20,50,70,40,60,Loamy,6,2,Greece,dryopteris crassirhizoma,perennial
25,70,100,80,80,Loamy,6,4,China/Beijing,heartflower,perennial
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,heartflower,perennial
25,70,100,80,80,Loamy,6,4,India/Bangalore,heartflower,perennial
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,heartflower,perennial
20,30,10,10,80,Loamy,6,2,Greece,heartflower,perennial
25,40,80,60,30,Sandy,2,1,Mexico,agastache cana,perennial
30,50,90,70,40,Loamy,6,2,United States/Texas,agastache cana,perennial
20,60,70,50,50,Sandy,6,4,Canada/Alberta,agastache cana,perennial
25,40,80,60,30,Loamy,6,2,Argentina,agastache cana,perennial
30,50,90,70,40,Sandy,2,1,Australia,agastache cana,perennial
15,70,50,60,60,Loamy,6,4,Norway/Bergen,bergenia ciliata,perennial
20,65,60,70,70,Sandy,6,2,Sweden/Stockholm,bergenia ciliata,perennial
18,75,55,65,70,Loamy,6,4,Denmark/Copenhagen,bergenia ciliata,perennial
17,70,60,70,75,Sandy,6,2,Finland/Helsinki,bergenia ciliata,perennial
16,75,50,65,75,Loamy,6,4,Iceland/Reykjavik,bergenia ciliata,perennial
20,70,60,50,50,Loamy,6,2,United States/New York,bellflower with milky flowers,perennial
25,80,70,60,60,Loamy,6,4,United Kingdom/London,bellflower with milky flowers,perennial
22,75,65,55,55,Loamy,6,2,Australia/Sydney,bellflower with milky flowers,perennial
20,70,60,50,50,Loamy,6,2,Canada/Toronto,bellflower with milky flowers,perennial
25,80,70,60,60,Loamy,6,4,Germany/Berlin,bellflower with milky flowers,perennial
25,70,100,80,80,Loamy,6,4,China/Beijing,tiger lily,perennial
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,tiger lily,perennial
25,70,100,80,80,Loamy,6,4,India/Bangalore,tiger lily,perennial
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,tiger lily,perennial
20,30,10,10,80,Loamy,6,2,Greece,tiger lily,perennial
20,40,60,60,70,Loamy,6,2,Turkey/Istanbul,trachystemon orientalis,perennial
18,50,70,65,75,Sandy,6,2,Germany/Berlin,trachystemon orientalis,perennial
22,60,80,70,80,Loamy,6,4,United Kingdom/London,trachystemon orientalis,perennial
15,55,75,75,80,Loamy,6,2,Netherlands/Amsterdam,trachystemon orientalis,perennial
17,45,65,70,75,Loamy,6,2,France/Paris,trachystemon orientalis,perennial
25,70,100,80,80,Loamy,6,4,China/Beijing,red cohosh,perennial
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,red cohosh,perennial
25,70,100,80,80,Loamy,6,4,India/Bangalore,red cohosh,perennial
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,red cohosh,perennial
20,30,10,10,80,Loamy,6,2,Greece,red cohosh,perennial
25,70,100,80,80,Loamy,6,4,United States/North Carolina,venus flytrap,perennial
20,60,80,70,70,Sandy,6,2,United States/South Carolina,venus flytrap,perennial
22,65,90,75,75,Loamy,6,4,United States/Florida,venus flytrap,perennial
18,55,70,60,60,Loamy,6,2,United States/California,venus flytrap,perennial
20,50,60,50,70,Loamy,6,2,United States/New York,venus flytrap,perennial
18,60,70,60,70,Loamy,6,2,United States/California,yellow fleabane,perennial
20,55,65,50,65,Sandy,6,2,United Kingdom/London,yellow fleabane,perennial
22,65,75,70,75,Loamy,6,4,Australia/Sydney,yellow fleabane,perennial
18,50,60,40,60,Sandy,2,1,Canada/Toronto,yellow fleabane,perennial
20,55,65,50,65,Loamy,6,2,Germany/Berlin,yellow fleabane,perennial
20,70,60,60,60,Loamy,6,2,Nepal,nepal bramble,perennial
25,80,70,70,70,Sandy,6,4,Nepal,nepal bramble,perennial
22,75,65,65,65,Loamy,6,2,Nepal,nepal bramble,perennial
24,78,68,68,68,Loamy,6,2,Nepal,nepal bramble,perennial
21,72,62,62,62,Loamy,6,2,Nepal,nepal bramble,perennial
25,70,100,80,80,Loamy,6,4,China/Beijing,grass-leaved arrowhead,perennial
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,grass-leaved arrowhead,perennial
25,70,100,80,80,Loamy,6,4,India/Bangalore,grass-leaved arrowhead,perennial
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,grass-leaved arrowhead,perennial
20,30,10,10,80,Loamy,6,2,Greece,grass-leaved arrowhead,perennial
15,70,60,60,70,Loamy,6,2,Russia/Moscow,adonis amurensis,perennial
20,65,70,70,75,Loamy,6,2,China/Beijing,adonis amurensis,perennial
18,60,75,65,70,Loamy,6,2,Japan/Tokyo,adonis amurensis,perennial
20,65,70,70,75,Loamy,6,2,India/Bangalore,adonis amurensis,perennial
18,60,75,65,70,Loamy,6,2,Brazil/Rio de Janeiro,adonis amurensis,perennial
25,70,100,80,80,Loamy,6,4,China/Beijing,anise hyssop,perennial
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,anise hyssop,perennial
25,70,100,80,80,Loamy,6,4,India/Bangalore,anise hyssop,perennial
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,anise hyssop,perennial
20,30,10,10,80,Loamy,6,2,Greece,anise hyssop,perennial
20,40,60,60,70,Loamy,6,2,United States/New York,black columbine,perennial
18,45,55,70,75,Sandy,6,4,Canada/Toronto,black columbine,perennial
15,50,50,80,80,Silty,6,4,United Kingdom/London,black columbine,perennial
22,35,70,60,65,Loamy,6,2,Australia/Sydney,black columbine,perennial
25,65,80,70,70,Clay,6,2,Mexico/Mexico City,black columbine,perennial
10,40,30,50,60,Sandy,6,2,Norway/Bergen,bergenia with fleshy leaves,perennial
15,60,50,70,70,Sandy loam,6,4,Russia/St. Petersburg,bergenia with fleshy leaves,perennial
20,70,60,60,80,Loamy,6,4,Germany/Berlin,bergenia with fleshy leaves,perennial
25,80,70,50,90,Loamy,6,4,Sweden/Stockholm,bergenia with fleshy leaves,perennial
30,90,80,40,100,Loamy,6,4,Finland/Helsinki,bergenia with fleshy leaves,perennial
25,70,100,80,80,Loamy,6,4,Mexico,yucca leaf panicaut,perennial
20,60,80,70,70,Sandy,2,2,United States,yucca leaf panicaut,perennial
25,70,100,80,80,Loamy,6,4,Australia,yucca leaf panicaut,perennial
20,60,80,70,70,Sandy,2,2,Spain,yucca leaf panicaut,perennial
20,30,10,10,80,Loamy,6,2,Italy,yucca leaf panicaut,perennial
25,70,100,80,80,Loamy,6,4,China/Nanjing,nanjing peril,perennial
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,nanjing peril,perennial
25,70,100,80,80,Loamy,6,4,India/New Delhi,nanjing peril,perennial
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,nanjing peril,perennial
20,30,10,10,80,Loamy,6,2,Greece,nanjing peril,perennial
22,70,60,80,80,Loamy,6,4,Brazil/Rio de Janeiro,rio mayfly,perennial
24,65,70,75,75,Loamy,6,4,Brazil/Sao Paulo,rio mayfly,perennial
20,80,50,90,85,Sandy,6,4,Brazil/Brasília,rio mayfly,perennial
23,75,55,85,80,Loamy,6,4,Brazil/Manaus,rio mayfly,perennial
21,85,65,70,75,Sandy,6,4,Brazil/Fortaleza,rio mayfly,perennial
15,50,70,60,60,Sandy,6,2,Mexico,chili strawberry,perennial
20,60,80,70,70,Loamy,6,4,India,chili strawberry,perennial
25,70,100,80,80,Loamy,6,4,China,chili strawberry,perennial
15,50,70,60,60,Sandy,6,2,Brazil,chili strawberry,perennial
20,30,10,10,80,Loamy,6,2,Greece,chili strawberry,perennial
10,60,50,70,80,Loamy,6,4,France/Alps,calament of the alps,perennial
12,55,40,60,75,Loamy,6,2,Italy/Alps,calament of the alps,perennial
8,65,60,80,85,Loamy,6,4,Switzerland/Alps,calament of the alps,perennial
9,50,45,65,70,Loamy,6,2,Austria/Alps,calament of the alps,perennial
11,60,55,75,80,Loamy,6,4,Germany/Alps,calament of the alps,perennial
25,70,60,80,80,Loamy,6,4,China/Beijing,large begonia,perennial
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,large begonia,perennial
25,70,100,80,80,Loamy,6,4,India/Bangalore,large begonia,perennial
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,large begonia,perennial
20,30,10,10,80,Loamy,6,2,Greece,large begonia,perennial
20,60,80,70,70,Sandy,6,2,Italy/Florence,reticulated iris,perennial
22,65,90,75,75,Loamy,6,2,France/Paris,reticulated iris,perennial
18,55,70,60,65,Clayey,6,2,Netherlands/Amsterdam,reticulated iris,perennial
25,70,100,80,80,Loamy,6,4,United States/San Francisco,reticulated iris,perennial
20,60,80,70,70,Sandy,6,2,Australia/Sydney,reticulated iris,perennial
25,70,100,80,80,Loamy,6,4,China/Beijing,chain of hearts,perennial
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,chain of hearts,perennial
25,70,100,80,80,Loamy,6,4,India/Bangalore,chain of hearts,perennial
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,chain of hearts,perennial
20,30,10,10,80,Loamy,6,2,Greece,chain of hearts,perennial
20,60,80,70,70,Loamy,6,2,Spain/Barcelona,sea mertensia,perennial
22,65,85,75,75,Sandy,6,2,United States/Seattle,sea mertensia,perennial
18,55,75,65,65,Loamy,6,2,Canada/Vancouver,sea mertensia,perennial
23,70,90,80,80,Loamy,6,4,Australia/Sydney,sea mertensia,perennial
16,50,70,60,60,Sandy,6,2,Sweden/Stockholm,sea mertensia,perennial
25,70,100,80,80,Loamy,6,4,China/Beijing,common plant,perennial
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,common plant,perennial
25,70,100,80,80,Loamy,6,4,India/Bangalore,common plant,perennial
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,common plant,perennial
20,30,10,10,80,Loamy,6,2,Greece,common plant,perennial
18,75,60,90,80,Loamy,6,4,Canada,asaret from canada,perennial
15,80,50,100,85,Loamy,6,4,Canada,asaret from canada,perennial
20,70,70,80,75,Loamy,6,2,Canada,asaret from canada,perennial
16,65,55,90,80,Loamy,6,4,Canada,asaret from canada,perennial
18,70,65,85,75,Loamy,6,2,Canada,asaret from canada,perennial
25,70,100,80,80,Loamy,6,4,France/Coat of Our Lady,coat of our lady,perennial
24,65,95,75,75,Loamy,6,2,France/Coat of Our Lady,coat of our lady,perennial
23,60,90,70,70,Loamy,6,2,France/Coat of Our Lady,coat of our lady,perennial
22,55,85,65,65,Loamy,6,2,France/Coat of Our Lady,coat of our lady,perennial
21,50,80,60,60,Loamy,6,2,France/Coat of Our Lady,coat of our lady,perennial
10,60,50,40,60,Sandy,6,2,France/Chamonix,mountain soldanelle,perennial
5,70,40,60,70,Silty,6,4,Switzerland/Zermatt,mountain soldanelle,perennial
12,65,55,45,65,Loamy,6,2,Austria/Innsbruck,mountain soldanelle,perennial
8,55,35,50,55,Sandy,6,2,Italy/Cortina d'Ampezzo,mountain soldanelle,perennial
6,50,40,55,50,Silty,6,2,Germany/Garmisch-Partenkirchen,mountain soldanelle,perennial
10,70,60,40,80,Loamy,6,4,Norway/Bergen,bergenia purpurascens,perennial
15,65,70,50,75,Loamy,6,2,Sweden/Stockholm,bergenia purpurascens,perennial
20,60,80,60,70,Loamy,6,2,Finland/Helsinki,bergenia purpurascens,perennial
25,55,90,70,65,Loamy,6,2,Denmark/Copenhagen,bergenia purpurascens,perennial
30,50,100,80,60,Loamy,6,1,Germany/Berlin,bergenia purpurascens,perennial
10,60,40,60,70,Loamy,6,2,China/Beijing,lenten rose,perennial
15,50,60,50,60,Sandy,6,2,Japan/Tokyo,lenten rose,perennial
12,55,50,60,65,Loamy,6,2,India/Bangalore,lenten rose,perennial
8,65,30,70,75,Loamy,6,4,Brazil/Rio de Janeiro,lenten rose,perennial
10,40,20,20,70,Loamy,6,2,Greece,lenten rose,perennial
20,50,70,60,70,Sandy,6,2,United States/New York,agastache urticifolia,perennial
25,60,80,70,75,Loamy,6,4,Canada/Toronto,agastache urticifolia,perennial
22,55,75,65,70,Loamy,6,2,Australia/Sydney,agastache urticifolia,perennial
18,45,65,55,65,Sandy,2,1,Germany/Berlin,agastache urticifolia,perennial
20,50,70,60,70,Loamy,6,2,France/Paris,agastache urticifolia,perennial
25,70,100,80,80,Loamy,6,4,China/Beijing,crimson milkweed,perennial
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,crimson milkweed,perennial
25,70,100,80,80,Loamy,6,4,India/Bangalore,crimson milkweed,perennial
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,crimson milkweed,perennial
20,30,10,10,80,Loamy,6,2,Greece,crimson milkweed,perennial
25,70,100,80,80,Loamy,6,4,China/Beijing,aloe vera,perennial
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,aloe vera,perennial
25,70,100,80,80,Loamy,6,4,India/Bangalore,aloe vera,perennial
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,aloe vera,perennial
20,30,10,10,80,Loamy,6,2,Greece,aloe vera,perennial
15,60,60,50,70,Loamy,6,2,United States/San Francisco,early flowering blue columbine,perennial
20,70,70,60,75,Loamy,6,2,Canada/Toronto,early flowering blue columbine,perennial
22,65,80,60,70,Loamy,6,2,Germany/Berlin,early flowering blue columbine,perennial
18,60,70,55,70,Loamy,6,2,Australia/Sydney,early flowering blue columbine,perennial
20,70,70,60,75,Loamy,6,2,United Kingdom/London,early flowering blue columbine,perennial
20,50,70,60,60,Sandy,6,2,Spain/Gran Canaria,canary daisy,perennial
25,80,90,70,70,Sandy,6,4,Spain/Las Palmas,canary daisy,perennial
22,60,80,60,60,Loamy,6,2,Spain/Tenerife,canary daisy,perennial
18,70,70,70,70,Sandy,6,2,Spain/Fuerteventura,canary daisy,perennial
20,75,80,60,60,Loamy,6,2,Spain/Lanzarote,canary daisy,perennial
18,80,70,60,70,Sandy,6,2,Azores Islands,azorelle,perennial
20,75,80,70,75,Loamy,6,4,Azores Islands,azorelle,perennial
22,70,85,75,80,Loamy,6,4,Azores Islands,azorelle,perennial
18,75,75,65,70,Sandy,6,2,Azores Islands,azorelle,perennial
20,70,80,70,75,Loamy,6,4,Azores Islands,azorelle,perennial
25,70,100,80,80,Loamy,6,4,China/Beijing,beauty of the night,perennial
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,beauty of the night,perennial
25,70,100,80,80,Loamy,6,4,India/Bangalore,beauty of the night,perennial
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,beauty of the night,perennial
20,30,10,10,80,Loamy,6,2,Greece,beauty of the night,perennial
25,70,100,80,80,Loamy,6,4,China/Beijing,cylindrical anemone,perennial
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,cylindrical anemone,perennial
25,70,100,80,80,Loamy,6,4,India/Bangalore,cylindrical anemone,perennial
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,cylindrical anemone,perennial
20,30,10,10,80,Loamy,6,2,Greece,cylindrical anemone,perennial
25,70,80,70,60,Sandy,6,4,United States/Carolina,carolina fan,perennial
28,65,90,60,55,Sandy,6,4,United States/Florida,carolina fan,perennial
22,75,85,75,70,Loamy,6,4,United States/Georgia,carolina fan,perennial
23,80,70,80,65,Loamy,6,4,United States/Tennessee,carolina fan,perennial
26,75,90,70,60,Loamy,6,4,United States/Virginia,carolina fan,perennial
25,70,100,80,80,Loamy,6,4,China/Beijing,chinese rhubarb,perennial
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,chinese rhubarb,perennial
25,70,100,80,80,Loamy,6,4,India/Bangalore,chinese rhubarb,perennial
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,chinese rhubarb,perennial
20,30,10,10,80,Loamy,6,2,Greece,chinese rhubarb,perennial
20,65,70,60,70,Loamy,6,2,France/Paris,epiaria officinalis,perennial
22,60,75,65,65,Loamy,6,2,United States/New York,epiaria officinalis,perennial
25,70,80,70,70,Loamy,6,4,Australia/Sydney,epiaria officinalis,perennial
18,55,70,60,65,Loamy,6,2,Germany/Berlin,epiaria officinalis,perennial
20,60,75,65,65,Loamy,6,2,Canada/Toronto,epiaria officinalis,perennial
25,70,100,80,80,Loamy,6,4,Argentina/Buenos Aires,buenos aires verbena,perennial
20,60,80,70,70,Sandy,2,2,Argentina/Buenos Aires,buenos aires verbena,perennial
25,70,100,80,80,Loamy,6,4,Argentina/Buenos Aires,buenos aires verbena,perennial
20,60,80,70,70,Sandy,2,2,Argentina/Buenos Aires,buenos aires verbena,perennial
20,30,10,10,80,Loamy,6,2,Argentina/Buenos Aires,buenos aires verbena,perennial
24,75,80,70,70,Sandy,6,4,United States/Florida,shore anemone,perennial
22,70,75,65,65,Loamy,6,2,Australia/Sydney,shore anemone,perennial
23,80,85,75,75,Sandy,6,4,Canada/Vancouver,shore anemone,perennial
24,75,80,70,70,Loamy,6,4,Mexico/Cancun,shore anemone,perennial
22,70,75,65,65,Sandy,6,2,South Africa/Cape Town,shore anemone,perennial
20,40,60,60,70,Loamy,6,2,Canada/Montreal,canadian burnet,perennial
15,50,50,70,80,Sandy,6,4,Canada/Toronto,canadian burnet,perennial
18,45,55,65,75,Loamy,6,2,Canada/Vancouver,canadian burnet,perennial
22,55,65,70,70,Sandy,6,4,Canada/Ottawa,canadian burnet,perennial
16,60,60,75,80,Loamy,6,4,Canada/Calgary,canadian burnet,perennial
15,60,60,80,70,Loamy,6,4,Canada,canadian columbine,perennial
20,70,80,70,60,Loamy,6,2,Canada,canadian columbine,perennial
10,50,50,90,80,Loamy,6,4,Canada,canadian columbine,perennial
15,65,70,75,70,Loamy,6,2,Canada,canadian columbine,perennial
12,55,65,85,75,Loamy,6,4,Canada,canadian columbine,perennial
25,80,90,70,70,Loamy,6,2,North Macedonia/Skopje,small macedonia scabious,perennial
20,75,85,65,65,Sandy,6,2,North Macedonia/Ohrid,small macedonia scabious,perennial
22,75,80,70,75,Loamy,6,2,North Macedonia/Skopje,small macedonia scabious,perennial
24,80,85,75,80,Loamy,6,2,North Macedonia/Bitola,small macedonia scabious,perennial
23,75,80,70,75,Loamy,6,2,North Macedonia/Tetovo,small macedonia scabious,perennial
30,60,70,40,50,Sandy,2,1,Egypt/Cairo,dune bindweed,perennial
25,55,80,50,60,Loamy,6,2,Argentina/Buenos Aires,dune bindweed,perennial
30,65,90,45,55,Sandy,6,4,Australia/Sydney,dune bindweed,perennial
25,55,80,50,60,Loamy,6,2,Morocco/Rabat,dune bindweed,perennial
20,50,70,40,65,Sandy,2,1,United States/New York,dune bindweed,perennial
25,70,100,80,80,Loamy,6,4,China/Beijing,three-leaf gillenia,perennial
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,three-leaf gillenia,perennial
25,70,100,80,80,Loamy,6,4,India/Bangalore,three-leaf gillenia,perennial
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,three-leaf gillenia,perennial
20,30,10,10,80,Loamy,6,2,Greece,three-leaf gillenia,perennial
15,60,70,40,60,Loamy,6,2,United Kingdom/London,garden rhubarb,perennial
20,70,80,50,70,Loamy,6,4,United States/New York,garden rhubarb,perennial
25,80,90,60,80,Loamy,6,4,Canada/Toronto,garden rhubarb,perennial
15,60,70,40,60,Loamy,6,2,Australia/Sydney,garden rhubarb,perennial
20,70,80,50,70,Loamy,6,4,Germany/Berlin,garden rhubarb,perennial
25,60,80,70,70,Loamy,6,4,France,gentian sage,perennial
20,50,70,60,60,Sandy,6,2,Italy,gentian sage,perennial
22,55,75,65,65,Loamy,6,2,Switzerland,gentian sage,perennial
18,45,65,55,55,Sandy,6,2,Germany,gentian sage,perennial
20,40,60,50,50,Loamy,6,2,Austria,gentian sage,perennial
15,60,70,50,70,Loamy,6,2,Germany/Harz,harz groundsel,perennial
18,65,75,55,75,Loamy,6,2,Germany/Harz,harz groundsel,perennial
16,62,72,52,72,Loamy,6,2,Germany/Harz,harz groundsel,perennial
14,58,68,48,68,Loamy,6,2,Germany/Harz,harz groundsel,perennial
17,63,73,53,73,Loamy,6,2,Germany/Harz,harz groundsel,perennial
25,70,100,80,80,Loamy,6,4,China/Beijing,haste verbena,perennial
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,haste verbena,perennial
25,70,100,80,80,Loamy,6,4,India/Bangalore,haste verbena,perennial
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,haste verbena,perennial
20,30,10,10,80,Loamy,6,2,Greece,haste verbena,perennial
20,65,90,70,75,Loamy,6,2,China/Beijing,stellar mugwort,perennial
22,68,95,75,78,Loamy,6,2,Japan/Tokyo,stellar mugwort,perennial
25,70,100,80,80,Loamy,6,4,India/Bangalore,stellar mugwort,perennial
17,62,85,65,70,Loamy,6,2,Brazil/Rio de Janeiro,stellar mugwort,perennial
18,63,88,68,72,Loamy,6,2,Greece,stellar mugwort,perennial
20,40,60,50,60,Loamy,6,4,United States,dichelostemma ida-maia,perennial
25,50,70,60,70,Loamy,6,4,Canada,dichelostemma ida-maia,perennial
15,30,40,40,50,Loamy,6,4,Australia,dichelostemma ida-maia,perennial
20,40,60,50,60,Loamy,6,4,Mexico,dichelostemma ida-maia,perennial
25,50,70,60,70,Loamy,6,4,Brazil,dichelostemma ida-maia,perennial
25,70,100,80,80,Loamy,6,4,China/Beijing,spotted mimulus,perennial
20,60,80,70,70,Sandy,6,2,Japan/Tokyo,spotted mimulus,perennial
22,65,90,75,75,Loamy,6,4,United States/San Francisco,spotted mimulus,perennial
18,55,70,65,65,Loamy,6,2,Australia/Sydney,spotted mimulus,perennial
21,68,95,78,78,Loamy,6,4,France/Paris,spotted mimulus,perennial
20,70,50,60,70,Loamy,6,4,France,pigamon de lavay,perennial
25,60,70,80,80,Sandy,2,2,Switzerland,pigamon de lavay,perennial
20,70,50,60,70,Loamy,6,4,Belgium,pigamon de lavay,perennial
25,60,70,80,80,Sandy,2,2,Netherlands,pigamon de lavay,perennial
20,30,10,10,80,Loamy,6,2,Germany,pigamon de lavay,perennial
25,70,80,70,60,Loamy,6,2,South Korea,angelica gigas,perennial
20,60,70,60,50,Sandy,2,1,Japan,angelica gigas,perennial
25,70,80,70,60,Loamy,6,2,China,angelica gigas,perennial
20,60,70,60,50,Sandy,2,1,Russia,angelica gigas,perennial
20,30,40,50,60,Loamy,6,2,United States,angelica gigas,perennial
25,80,90,60,70,Loamy,6,4,United States/California,milkweed,perennial
20,70,80,70,60,Sandy,16,2,Canada/Ontario,milkweed,perennial
30,75,95,50,65,Loamy,6,4,Mexico/Mexico City,milkweed,perennial
25,80,90,60,70,Loamy,6,4,Brazil/São Paulo,milkweed,perennial
20,70,80,70,60,Sandy,16,2,Australia/Sydney,milkweed,perennial
15,60,50,60,70,Loamy,6,2,United Kingdom/London,woolly foxglove,perennial
20,70,60,70,80,Loamy,6,4,Germany/Berlin,woolly foxglove,perennial
25,80,70,80,90,Loamy,6,4,France/Paris,woolly foxglove,perennial
15,60,50,60,70,Loamy,6,2,Spain/Madrid,woolly foxglove,perennial
20,70,60,70,80,Loamy,6,4,Italy/Rome,woolly foxglove,perennial
25,65,75,70,75,Loamy,6,2,United States/Carolina,carolina erythrina,perennial
28,60,80,65,70,Loamy,6,2,United States/Carolina,carolina erythrina,perennial
30,70,85,75,80,Loamy,6,4,United States/Carolina,carolina erythrina,perennial
28,65,80,70,75,Loamy,6,2,United States/Carolina,carolina erythrina,perennial
25,60,75,65,70,Loamy,6,2,United States/Carolina,carolina erythrina,perennial
15,60,70,60,70,Loamy,6,2,Nepal/Kathmandu,mountain lily,perennial
18,65,75,70,75,Loamy,6,2,Switzerland/Zurich,mountain lily,perennial
12,55,65,50,65,Loamy,6,2,Canada/Vancouver,mountain lily,perennial
14,58,68,55,68,Loamy,6,2,Austria/Vienna,mountain lily,perennial
16,62,72,65,72,Loamy,6,2,Norway/Oslo,mountain lily,perennial
25,70,100,80,80,Loamy,6,4,United States/Kansas City,compass plant,perennial
23,65,90,75,75,Sandy,6,2,United States/Nebraska,compass plant,perennial
27,75,100,85,85,Loamy,6,4,United States/South Dakota,compass plant,perennial
21,60,80,70,70,Sandy,6,2,United States/Oklahoma,compass plant,perennial
24,68,95,78,78,Loamy,6,4,United States/Colorado,compass plant,perennial
25,70,100,80,80,Loamy,6,4,China/Beijing,perennial hemp,perennial
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,perennial hemp,perennial
25,70,100,80,80,Loamy,6,4,India/Bangalore,perennial hemp,perennial
20,60,80,70,70,Sandy,2,2,Brazil/Rio de Janeiro,perennial hemp,perennial
20,30,10,10,80,Loamy,6,2,Greece,perennial hemp,perennial
20,50,70,40,60,Loamy,6,2,France/Paris,false grape hyacinth,perennial
25,60,80,50,70,Sandy,6,4,Netherlands/Amsterdam,false grape hyacinth,perennial
22,55,75,45,65,Loamy,6,2,Germany/Berlin,false grape hyacinth,perennial
23,57,78,47,67,Sandy,6,2,Italy/Rome,false grape hyacinth,perennial
21,52,72,42,62,Loamy,6,2,Spain/Madrid,false grape hyacinth,perennial
25,70,100,80,80,Loamy,6,4,China/Beijing,evergreen bugloss,perennial
20,60,80,70,70,Sandy,2,2,Japan/Tokyo,evergreen bugloss,perennial
25,70,100,80,80,Loamy,6,4,India/Bangalore,evergreen bugloss,perennial
